[ntyco] start, port=6382
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
[ntyco] accepted fd=7
